Sektor,Kõrgemal seisev asutus,Registrikood,Üksuse nimi,Üksuse liik,Muudatused
KOV,Rakvere Vallavalitsus,75038345,Uhtna Hooldekodu,valla või linna ametiasutuste hallatav asutus,
KOV,Harku Vallavalitsus,75038428,Vääna-Jõesuu Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Väike-Maarja Vallavalitsus,75038440,Väike-Maarja Haldusteenused,valla või linna ametiasutuste hallatav asutus,
KOV,Tallinna Linnakantselei,75038457,Tallinna Kihnu Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Rapla Vallavalitsus,75038463,Lipa Vabaajakeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75038471,Pärnu Linna Haldus,valla või linna ametiasutuste hallatav asutus,
KOV,Tallinna Linnakantselei,75038486,Tallinna Ringmajanduskeskus,valla või linna ametiasutus,
KOV,Kose Vallavalitsus,75038500,Kose Kultuurikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Lääne-Harju Vallavalitsus,75038517,Paldiski Ühisgümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Tallinna Linnakantselei,75038523,Raua Saun,valla või linna ametiasutuste hallatav asutus,
KOV,Toila Vallavalitsus,75038536,Kohtla-Nõmme Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tallinna Linnakantselei,75038569,Kesklinna Vaba Aja Keskus,valla või linna ametiasutuste hallatav asutus,
KOV,Räpina Vallavalitsus,75038635,Räpina Valla Kultuur,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Vallavalitsus,75038670,Laeva Noortekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Jõgeva Vallavalitsus,75038687,Torma Spordihoone,valla või linna ametiasutuste hallatav asutus,
KOV,Kuusalu Vallavalitsus,75038693,Kiiu Kiigepõnni Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Linnavalitsus,75038747,Viljandi Linnahooldus,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Pärnumaa Vallavalitsus,75038765,Tootsi Hooldekodu,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75038776,Tartu Kristjan Jaak Petersoni Gümnaasium,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,75038782,Pärnu Mai Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Sakala Vallavalitsus,75038799,Suure-Jaani Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Viimsi Vallavalitsus,75038807,Randvere Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Viimsi Vallavalitsus,75038813,Haabneeme Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Rae Vallavalitsus,75038820,Võsukese Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Harku Vallavalitsus,75038836,Muraste Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Mulgi Vallavalitsus,75038842,Abja Spordi- ja Tervisekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Viru-Nigula vallavalitsus,75038865,Aseri Kool,valla või linna ametiasutus,
KOV,Tallinna Linnakantselei,75038894,Põhja-Tallinna Noortekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Jõgeva Vallavalitsus,75038902,Jõgeva Spordikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Tallinna Linnakantselei,75038948,Lasnamäe Saun,valla või linna ametiasutuste hallatav asutus,
KOV,Valga Vallavalitsus,75038960,Valga Muuseum,valla või linna ametiasutuste hallatav asutus,
KOV,Türi Vallavalitsus,75038983,Türi Haldus,valla või linna ametiasutuste hallatav asutus,
KOV,Lääne-Nigula Vallavalitsus,75038994,Lääne-Nigula Noortekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Linnavalitsus,75039014,Võru Kreutzwaldi Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Türi Vallavalitsus,75039126,Väätsa eakate kodu,valla või linna ametiasutuste hallatav asutus,
KOV,Lüganuse Vallavalitsus,75039149,Lüganuse Valla Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Vallavalitsus,75039244,Viljandi valla lasteaed Päikesekiir,valla või linna ametiasutuste hallatav asutus,
KOV,Mustvee Vallavalitsus,75039250,Lohusuu Vabaajakeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Kose Vallavalitsus,75039273,Ardu Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,75039296,Tartu Tamme Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Rae Vallavalitsus,75039310,Järveküla Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Valga Vallavalitsus,75039327,Valga Sport,valla või linna ametiasutuste hallatav asutus,
KOV,Saue Vallavalitsus,75039333,Ääsmäe Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Vinni Vallavalitsus,75039346,Roela Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Lüganuse Vallavalitsus,75039356,Lüganuse Kultuurikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Lääne-Nigula Vallavalitsus,75039362,Lääne-Nigula raamatukogud,valla või linna ametiasutuste hallatav asutus,
KOV,Põlva Vallavalitsus,75039385,Põlva Kool,valla või linna ametiasutus,
KOV,Mustvee Vallavalitsus,75039400,Raja Vabaajakeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75039416,Saaremaa Haldus,valla või linna ametiasutuste hallatav asutus,
KOV,Keila Linnavalitsus,75039439,Keila Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Hiiumaa Vallavalitsus,75039451,Vabaajakeskus Tuuletorn,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,75039468,Kuressaare Hoolekanne,valla või linna ametiasutuste hallatav asutus,
KOV,Saue Vallavalitsus,75039480,Kernu põhikool,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Vallavalitsus,75039497,Tarvastu Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Saue Vallavalitsus,75039505,Tuleviku Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Narva Linnakantselei,75039729,Narva Linnavalitsuse Linnamajandusamet,valla või linna ametiasutus,
KOV,Rae Vallavalitsus,75039758,Rae Noortekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Keila Linnavalitsus,75039764,Harjumaa Muuseum,valla või linna ametiasutuste hallatav asutus,
KOV,Anija Vallavalitsus,75039770,Anija Valla Noortekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Mulgi Vallavalitsus,75039787,Mõisaküla Noortekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Tallinna Linnakantselei,75039793,Tallinna Kirjanduskeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Tallinna Linnakantselei,77000016,Tallinna Tondiraba Huvikool,valla või linna ametiasutuste hallatav asutus,
KOV,Valga Vallavalitsus,77000022,Valga Avatud Noortekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Saue Vallavalitsus,77000039,Saue Spordikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,77000045,Pärnu Sotsiaalkeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Tallinna Linnakantselei,77000074,Tallinna Lotte Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Tallinna Linnakantselei,77000080,Tallinna Veerise Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Pärnumaa Vallavalitsus,77000097,Vändra Kultuurimaja,valla või linna ametiasutuste hallatav asutus,
KOV,Põltsamaa Vallavalitsus,77000105,Põltsamaa Valla Päevakeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Sakala Vallavalitsus,77000128,Põhja-Sakala Sotsiaalteenuste Keskus,valla või linna ametiasutus,
KOV,Mulgi Vallavalitsus,77000134,Abja Turg,valla või linna ametiasutuste hallatav asutus,
KOV,Tallinna Linnakantselei,77000163,Tallinna Õppenõustamiskeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Jõgeva Vallavalitsus,77000476,Jõgeva Vallavolikogu kantselei,valla või linna ametiasutus,
KOV,Lääneranna Vallavalitsus,77000536,Lääneranna Muuseum,valla või linna ametiasutuste hallatav asutus,
KOV,Märjamaa Vallavalitsus,77000631,Kasti-Orgita Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Toila Vallavalitsus,77000648,Toila Vallavolikogu kantselei,valla või linna ametiasutus,
KOV,Jõgeva Vallavalitsus,77000654,Jõgeva Valla Noortekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Otepää Vallavalitsus,77000683,Otepää Kultuurikeskused,valla või linna ametiasutuste hallatav asutus,
KOV,Maardu Linnavalitsus,77000714,Muuga Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,77000720,Tartu Noorsootöö Keskus,valla või linna ametiasutuste hallatav asutus,
KOV,Tapa Vallavalitsus,77000737,Tapa valla Spordikool,valla või linna ametiasutuste hallatav asutus,
KOV,Anija Vallavalitsus,77000743,Kehra Lasteaiad,valla või linna ametiasutus,
KOV,Kose Vallavalitsus,77000757,Kose Vallavolikogu Kantselei,valla või linna ametiasutus,
KOV,Põhja-Sakala Vallavalitsus,77000772,Suure-Jaani Tervisekoda,valla või linna ametiasutuste hallatav asutus,
KOV,Rae Vallavalitsus,77000789,Järveküla Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Lääneranna Vallavalitsus,77000795,Lääneranna Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Põltsamaa Vallavalitsus,77000803,Põltsamaa Haldus,valla või linna ametiasutuste hallatav asutus,
KOV,Viru-Nigula vallavalitsus,77000811,Viru-Nigula Avatud Noortekeskus,valla või linna ametiasutus,
KOV,Mulgi Vallavalitsus,77000832,Abja-Paluoja Tervisekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Mustvee Vallavalitsus,77000849,Mustvee Valla Noortekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Pärnumaa Vallavalitsus,77000861,Põhja-Pärnumaa Noorsootöökeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Kanepi Vallavalitsus,77000878,Kanepi varahaldus,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Vallavalitsus,77000890,Raadi Lasteaed Ripsik,valla või linna ametiasutuste hallatav asutus,
KOV,Haapsalu Linnavalitsus,77000909,Haapsalu Hariduse Tugiteenuste Keskus,valla või linna ametiasutuste hallatav asutus,
KOV,Põhja-Pärnumaa Vallavalitsus,77000915,Põhja-Pärnumaa Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Vallavalitsus,77000921,Tabivere Noortekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Vallavalitsus,77000938,Maarja-Magdaleena Noortekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Kehtna Vallavalitsus,77000944,Kehtna Päästekomando,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,77000967,Tartu Linnatransport,valla või linna ametiasutuste hallatav asutus,
KOV,Jõgeva Vallavalitsus,77000973,Jõgeva Valla Spordikool,valla või linna ametiasutuste hallatav asutus,
KOV,Kuusalu Vallavalitsus,77000996,Kuusalu Hariduse Tugikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,77001004,Tartu Sport,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Linnavalitsus,77001010,Anne Saun,valla või linna ametiasutuste hallatav asutus,
KOV,Lüganuse Vallavalitsus,77001027,Lüganuse valla majanduskeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Viimsi Vallavalitsus,77001033,Viimsi Noortekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Kadrina Vallavalitsus,77001044,Kadrina Kultuurikoda,valla või linna ametiasutuste hallatav asutus,
KOV,Tori Vallavalitsus,77001056,Tori Valla Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Saku Vallavalitsus,77001062,Saku Valla Kultuurikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Rõuge Vallavalitsus,77001079,Rõuge Koostöökeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Raasiku Vallavalitsus,77001085,Raasiku Valla Sport,valla või linna ametiasutuste hallatav asutus,
KOV,Tartu Vallavalitsus,77001091,Lähte Noortekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Hiiumaa Vallavalitsus,77001109,Lasteaed Vigri,valla või linna ametiasutuste hallatav asutus,
KOV,Harku Vallavalitsus,77001116,Harku Sotsiaalkeskus,valla või linna ametiasutus,
KOV,Rae Vallavalitsus,77001122,Kindluse Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Viimsi Vallavalitsus,77001139,Prangli Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Lääne-Harju Vallavalitsus,77001145,Lääne-Harju Valla Tugikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Tapa Vallavalitsus,77001151,Tapa Valla Kultuurikeskus,valla või linna ametiasutus,
KOV,Tapa Vallavalitsus,77001168,Tapa Valla Spordikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Nõo vallavalitsus,77001174,Nõo Spordikool,valla või linna ametiasutuste hallatav asutus,
KOV,Saarde Vallavalitsus,77001180,Tihemetsa Huvi- ja Spordikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Hiiumaa Vallavalitsus,77001197,Kõrgessaare raamatukogu,valla või linna ametiasutus,
KOV,Hiiumaa Vallavalitsus,77001205,Kõrgessaare Vaba Aja Keskus,valla või linna ametiasutuste hallatav asutus,
KOV,Saarde Vallavalitsus,77001211,Saarde Valla Huvikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Hiiumaa Vallavalitsus,77001228,Hiiumaa Sport,valla või linna ametiasutuste hallatav asutus,
KOV,Jõelähtme Vallavalitsus,77001234,Jõelähtme Valla Päevakeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Lääneranna Vallavalitsus,77001257,Lääneranna Spordikool,valla või linna ametiasutuste hallatav asutus,
KOV,Hiiumaa Vallavalitsus,77001273,Hiiumaa Spordikool,valla või linna ametiasutuste hallatav asutus,
KOV,Harku Vallavalitsus,77001286,Harkujärve Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Kose Vallavalitsus,77001300,Kose Huvikool,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,77001317,Pärnu Raja Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Vallavalitsus,77001338,Kolga-Jaani Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tori Vallavalitsus,77001406,Tammiste Lasteaed-Algkool,valla või linna ametiasutuste hallatav asutus,
KOV,Tallinna Linnakantselei,77001429,Tallinna Lasteaed Naksitrallid,valla või linna ametiasutuste hallatav asutus,
KOV,Tallinna Linnakantselei,77001435,Tallinna Kultuuri- ja Spordiamet,valla või linna ametiasutus,
KOV,Viljandi Linnavalitsus,77001441,Viljandi Hoolekandekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Jõgeva Vallavalitsus,77001464,Jõgeva Valla Hoolekandekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Pärnu Linnavalitsus,77001470,Pärnu Spordikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,77001487,Orissaare Spordihoone,valla või linna ametiasutuste hallatav asutus,
KOV,Jõgeva Vallavalitsus,77001493,Jõgeva Raamatukogu,valla või linna ametiasutuste hallatav asutus,
KOV,Tori Vallavalitsus,77001501,Tori Valla Kultuurikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Viimsi Vallavalitsus,77001518,Viimsi Hoolekandekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Tapa Vallavalitsus,77001530,Tapa Valla Köök,valla või linna ametiasutuste hallatav asutus,
KOV,Põltsamaa Vallavalitsus,77001567,Põltsamaa Valla Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Rae Vallavalitsus,77001621,Aruheina Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Mustvee Vallavalitsus,77001671,Avinurme Kultuurikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Saue Vallavalitsus,77001688,Kotka Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Viimsi Vallavalitsus,77001725,Viimsi Teaduskool,valla või linna ametiasutuste hallatav asutus,
KOV,Jõhvi Vallavalitsus,77001748,Jõhvi Sport,valla või linna ametiasutuste hallatav asutus,
KOV,Lääne-Harju Vallavalitsus,77001754,Padise Kloostri Külastuskeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Mulgi Vallavalitsus,77001760,Mõisaküla Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Kihnu Vallavalitsus,77001777,Kihnu Rahvamaja,valla või linna ametiasutuste hallatav asutus,
KOV,Kambja Vallavalitsus,77001783,Tõrvandi Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Haljala Vallavalitsus,77001796,Haljala valla majanduskeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Järva Vallavalitsus,77001808,Järva Teenused,valla või linna ametiasutuste hallatav asutus,
KOV,Saaremaa Vallavalitsus,77001820,Saaremaa Kultuur,valla või linna ametiasutuste hallatav asutus,
KOV,Elva Vallavalitsus,77001837,Elva Perekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Võru Vallavalitsus,77001843,Võru valla kultuuri- ja noorsootöökeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Vallavalitsus,77001850,Viljandi Vallahaldus,valla või linna ametiasutuste hallatav asutus,
KOV,Kastre Vallavalitsus,77001866,Lasteaed Laanelill,valla või linna ametiasutuste hallatav asutus,
KOV,Valga Vallavalitsus,77001872,Valga valla majanduskeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Lääne-Harju Vallavalitsus,77001889,Lustipesa Lasteaed,valla või linna ametiasutuste hallatav asutus,
KOV,Lääne-Harju Vallavalitsus,77001895,Lodijärve Kool,valla või linna ametiasutuste hallatav asutus,
KOV,Tallinna Linnakantselei,77001903,Hiiu Kool,valla või linna ametiasutus,
KOV,Kose Vallavalitsus,77001915,Kose Haldus,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Linnavalitsus,77001926,Viljandi Laste ja Perede Tugikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Rapla Vallavalitsus,77001932,Kolme Kandi Rahvamaja,valla või linna ametiasutus,
KOV,Elva Vallavalitsus,77001949,Elva Teenused,valla või linna ametiasutuste hallatav asutus,
KOV,Maardu Linnavalitsus,77001955,Maardu Noorte Huvikeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Lääneranna Vallavalitsus,77001961,Lääneranna Kultuuri- ja Noortekeskus,valla või linna ametiasutuste hallatav asutus,
KOV,Viljandi Vallavalitsus,77001978,Viljandi valla raamatukogu,valla või linna ametiasutuste hallatav asutus,Registreeritud 04.04.2024
KOV,Valga Vallavalitsus,77001984,Valga Kultuurikeskus,valla või linna ametiasutuste hallatav asutus,Registreeritud 13.06.2024
KOV,Peipsiääre Vallavalitsus,77001990,Peipsiääre Valla Kultuuri- ja Vabaajakeskus,valla või linna ametiasutuste hallatav asutus,Registreeritud 19.06.2024
KOV,Väike-Maarja Vallavalitsus,77002009,Väike-Maarja Valla Kultuur,valla või linna ametiasutuste hallatav asutus,Registreeritud 01.07.2024
KOV,Tori Vallavalitsus,77002021,Tori valla Spordikeskus,valla või linna ametiasutuste hallatav asutus,Registreeritud 03.09.2024
KOV,Alutaguse Vallavalitsus,77002038,Alutaguse Lasteaed,valla või linna ametiasutuste hallatav asutus,Registreeritud 05.09.2024
KOV,Tallinna Linnakantselei,77002044,Tallinna Erihoolekande- ja Rehabilitatsiooniteenuste Keskus,valla või linna ametiasutuste hallatav asutus,Registreeritud 03.12.2024
KOV,Setomaa Vallavalitsus,80006577,Setomaa Liit,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80008381,Mittetulundusühing RAKVERE HAIGLA,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80108482,MTÜ Mulgi Elamuskeskus,mittetulundusühingud,
KOV,Antsla Vallavalitsus,80125052,ANTSLA TERVISEKESKUS,mittetulundusühingud,
KOV,Põltsamaa Vallavalitsus,80134157,Mittetulundusühing Lustivere Mõis,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80135725,mittetulundusühing JÄRVAMAA ÜHISTRANSPORDI KESKUS,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80140235,mittetulundusühing Südamaa Vabavald,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80179941,Viljandimaa Omavalitsuste Liit,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80185947,Eesti Linnade ja Valdade Liit,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80189879,Ida-Virumaa Omavalitsuste Liit,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80190322,Tartumaa Omavalitsuste Liit,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80190842,mittetulundusühing Võru Noortekeskus,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80190931,Põlvamaa Omavalitsuste Liit,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80191267,Läänemaa Omavalitsuste Liit,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80193071,Pärnumaa Omavalitsuste Liit,mittetulundusühingud,
KOV,Saaremaa Vallavalitsus,80193131,Mittetulundusühing Kuressaare Campus,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80194188,Valgamaa Omavalitsuste Liit,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80194583,Võrumaa Omavalitsuste Liit,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80195199,Harjumaa Omavalitsuste Liit,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80195414,Mittetulundusühing Eesti Jäätmehoolduskeskus,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80196268,Raplamaa Omavalitsuste Liit,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80197361,Lääne-Viru Omavalitsuste Liit,mittetulundusühingud,
KOV,Lüganuse Vallavalitsus,80197655,Mittetulundusühing Püssi Avatud Noortekeskus,mittetulundusühingud,
KOV,Lüganuse Vallavalitsus,80197710,Mittetulundusühing Püssi Päevakeskus,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80207123,Mittetulundusühing Lõuna-Eesti Erihooldusteenuste Keskus,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80213342,Mittetulundusühing Põhja-Eesti Ühistranspordikeskus,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80229484,mittetulundusühing Jõgevamaa Ühistranspordikeskus,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80245098,Mittetulundusühing Virumaa Laste ja Perede Tugikeskus,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80274094,Mittetulundusühing Virumaa Nõustamis- ja Aktiviseerimiskeskus,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80294777,Mittetulundusühing Tartumaa Jäätmearendus,mittetulundusühingud,
KOV,Lääneranna Vallavalitsus,80322093,Mittetulundusühing Saarte Geopark,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80328341,mittetulundusühing Valguskaabel,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80375665,Mittetulundusühing Pärnumaa Ühistranspordikeskus,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80424926,MTÜ MAAKONDLIKUD ARENDUSKESKUSED,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80425297,Mittetulundusühing Valgamaa Ühistranspordikeskus,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80425742,Mittetulundusühing Kagu Ühistranspordikeskus,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80425950,Mittetulundusühing Ida-Viru Ühistranspordikeskus,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80426233,Mittetulundusühing Tartumaa Ühistranspordikeskus,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80426262,Mittetulundusühing Viljandimaa Ühistranspordikeskus,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,80592463,Mittetulundusühing Mulgi Kultuuri Instituut,mittetulundusühingud,
KOV,mitme KOVi poolt asutatud,90000831,Sihtasutus Harju Ettevõtlus- ja Arenduskeskus,sihtasutused,
KOV,Tartu Linnavalitsus,90001090,Sihtasutus Tartu Eluasemefond,sihtasutused,
KOV,Otepää Vallavalitsus,90001227,Sihtasutus Valgamaa Arenguagentuur,sihtasutused,
KOV,Tartu Linnavalitsus,90001291,sihtasutus Tartu Kultuurkapital,sihtasutused,
KOV,mitme KOVi poolt asutatud,90001552,Vapramäe - Vellavere - Vitipalu Sihtasutus,sihtasutused,
KOV,Räpina Vallavalitsus,90001606,Sihtasutus Räpina Kultuurkapital,sihtasutused,
KOV,Tartu Linnavalitsus,90001701,Sihtasutus Tartumaa Turism,sihtasutused,
KOV,Räpina Vallavalitsus,90001761,SIHTASUTUS RÄPINA INKUBATSIOONIKESKUS,sihtasutused,
KOV,Otepää Vallavalitsus,90001977,SIHTASUTUS OTEPÄÄ TERVISEKESKUS,sihtasutused,
KOV,Narva-Jõesuu Linnavalitsus,90003060,VAIVARA SINIMÄGEDE SIHTASUTUS,sihtasutused,
KOV,Sillamäe Linnavalitsus,90003152,Sihtasutus SILLAMÄE HAIGLA,sihtasutused,
KOV,Jõhvi Vallavalitsus,90003172,Sihtasutus Jõhvi Hooldekeskus,sihtasutused,
KOV,Narva Linnakantselei,90003217,Sihtasutus NARVA HAIGLA,sihtasutused,
KOV,Toila Vallavalitsus,90003321,Sihtasutus Eesti Kaevandusmuuseum,sihtasutused,
KOV,Lüganuse Vallavalitsus,90003338,SIHTASUTUS KIVIÕLI TERVISEKESKUS,sihtasutused,
KOV,mitme KOVi poolt asutatud,90003367,Sihtasutus Ida-Viru Ettevõtluskeskus,sihtasutused,
KOV,Narva Linnakantselei,90003404,Sihtasutus Narva Linnaelamu,sihtasutused,
KOV,mitme KOVi poolt asutatud,90003433,Sihtasutus Ida-Viru Keskhaigla,sihtasutused,
KOV,mitme KOVi poolt asutatud,90003657,Sihtasutus Jõhvi Lennuväli,sihtasutused,
KOV,mitme KOVi poolt asutatud,90003686,Vaivara Kalmistud Sihtasutus,sihtasutused,
KOV,Narva Linnakantselei,90003692,Sihtasutus Narva Sadam,sihtasutused,
KOV,Narva-Jõesuu Linnavalitsus,90003717,Sihtasutus Narva-Jõesuu Hooldekodu,sihtasutused,
KOV,Türi Vallavalitsus,90003769,Türi Arengu Sihtasutus,sihtasutused,
KOV,Narva Linnakantselei,90003812,Sihtasutus Narva Linna Arendus,sihtasutused,
KOV,mitme KOVi poolt asutatud,90003841,Sihtasutus Ida-Viru Investeeringute Agentuur,sihtasutused,
KOV,Haljala Vallavalitsus,90003901,SIHTASUTUS VÕSU KUURORT,sihtasutused,
KOV,Alutaguse Vallavalitsus,90003918,Sihtasutus Alutaguse Hoolekeskus,sihtasutused,
KOV,Saaremaa Vallavalitsus,90004059,Kuressaare Haigla Sihtasutus,sihtasutused,
KOV,Saaremaa Vallavalitsus,90004119,Sihtasutus Turvaline Saaremaa,sihtasutused,
KOV,Pärnu Linnavalitsus,90004527,Sihtasutus Pärnu Haigla,sihtasutused,
KOV,Mulgi Vallavalitsus,90004591,Sihtasutus Abja Haigla,sihtasutused,
